date,city,vegetable,wholesale_price,volume_kg,origin_province
2020-08-11,Beijing,菠菜,2.57,2729,Hebei
2020-08-12,Beijing,菠菜,2.41,2340,Sichuan
2020-08-13,Beijing,菠菜,3.12,2089,Guangdong
2020-08-14,Beijing,菠菜,2.85,2019,Guangdong
2020-08-15,Beijing,菠菜,3.04,2248,Shandong
2020-08-16,Beijing,菠菜,2.99,2129,Sichuan
2020-08-17,Beijing,菠菜,2.52,2551,Sichuan
2020-08-18,Beijing,菠菜,2.33,2682,Hebei
2020-08-19,Beijing,菠菜,2.38,2608,Sichuan
2020-08-20,Beijing,菠菜,2.8,1915,Shandong
2020-08-21,Beijing,菠菜,3.04,1906,Sichuan
2020-08-22,Beijing,菠菜,2.64,2076,Shandong
2020-08-23,Beijing,菠菜,2.66,2438,Henan
2020-08-24,Beijing,菠菜,2.67,2468,Shandong
2020-08-25,Beijing,菠菜,2.71,2727,Sichuan
2020-08-26,Beijing,菠菜,2.36,3082,Hebei
2020-08-27,Beijing,菠菜,2.76,2163,Shandong
2020-08-28,Beijing,菠菜,2.54,2400,Sichuan
2020-08-29,Beijing,菠菜,3.11,2204,Guangdong
2020-08-30,Beijing,菠菜,2.77,1836,Henan
2020-08-31,Beijing,菠菜,2.42,2265,Henan
2020-09-01,Beijing,菠菜,2.51,2975,Shandong
2020-09-02,Beijing,菠菜,2.49,2589,Shandong
2020-09-03,Beijing,菠菜,2.5,2603,Sichuan
2020-09-04,Beijing,菠菜,2.84,2205,Hebei
2020-09-05,Beijing,菠菜,2.65,2168,Hebei
2020-09-06,Beijing,菠菜,2.64,2403,Guangdong
2020-09-07,Beijing,菠菜,2.44,2258,Henan
2020-09-08,Beijing,菠菜,2.66,2166,Shandong
2020-09-09,Beijing,菠菜,2.63,2333,Henan
2020-09-10,Beijing,菠菜,2.22,2641,Henan
2020-09-11,Beijing,菠菜,2.35,2612,Guangdong
2020-09-12,Beijing,菠菜,3.12,1781,Guangdong
2020-09-13,Beijing,菠菜,2.96,1878,Henan
2020-09-14,Beijing,菠菜,2.18,2873,Guangdong
2020-09-15,Beijing,菠菜,2.33,2213,Guangdong
2020-09-16,Beijing,菠菜,2.43,2116,Shandong
2020-09-17,Beijing,菠菜,2.34,2527,Hebei
2020-09-18,Beijing,菠菜,2.5,2451,Hebei
2020-09-19,Beijing,菠菜,2.71,2278,Guangdong
2020-09-20,Beijing,菠菜,2.32,2799,Guangdong
2020-09-21,Beijing,菠菜,2.1,2700,Hebei
2020-09-22,Beijing,菠菜,2.79,1847,Hebei
2020-09-23,Beijing,菠菜,2.42,2374,Shandong
2020-09-24,Beijing,菠菜,2.38,2359,Guangdong
2020-09-25,Beijing,菠菜,1.9,3968,Sichuan
2020-09-26,Beijing,菠菜,2.39,2048,Sichuan
2020-09-27,Beijing,菠菜,2.77,1977,Sichuan
2020-09-28,Beijing,菠菜,2.71,2064,Sichuan
2020-09-29,Beijing,菠菜,2.17,2783,Henan
2020-09-30,Beijing,菠菜,2.65,2445,Guangdong
2020-10-01,Beijing,菠菜,2.29,2751,Shandong
2020-10-02,Beijing,菠菜,2.49,2773,Hebei
2020-10-03,Beijing,菠菜,2.61,2114,Henan
2020-10-04,Beijing,菠菜,2.33,2091,Guangdong
2020-10-05,Beijing,菠菜,2.27,2730,Guangdong
2020-10-06,Beijing,菠菜,2.41,2453,Hebei
2020-10-07,Beijing,菠菜,2.5,2670,Guangdong
2020-10-08,Beijing,菠菜,2.54,2790,Hebei
2020-10-09,Beijing,菠菜,2.52,2573,Shandong
2020-10-10,Beijing,菠菜,3.12,2090,Guangdong
2020-10-11,Beijing,菠菜,2.44,2714,Hebei
2020-10-12,Beijing,菠菜,2.24,3130,Hebei
2020-10-13,Beijing,菠菜,2.44,2704,Guangdong
2020-10-14,Beijing,菠菜,2.59,2504,Shandong
2020-10-15,Beijing,菠菜,2.44,2457,Henan
2020-10-16,Beijing,菠菜,2.58,2169,Shandong
2020-10-17,Beijing,菠菜,2.6,2364,Henan
2020-10-18,Beijing,菠菜,2.68,2065,Henan
2020-10-19,Beijing,菠菜,2.5,2438,Guangdong
2020-10-20,Beijing,菠菜,2.13,2251,Guangdong
2020-10-21,Beijing,菠菜,2.37,2477,Hebei
2020-10-22,Beijing,菠菜,2.76,2588,Guangdong
2020-10-23,Beijing,菠菜,2.42,2476,Henan
2020-10-24,Beijing,菠菜,2.48,1982,Shandong
2020-10-25,Beijing,菠菜,2.35,2145,Shandong
2020-10-26,Beijing,菠菜,2.49,2140,Shandong
2020-10-27,Beijing,菠菜,2.43,2547,Shandong
2020-10-28,Beijing,菠菜,2.7,2762,Hebei
2020-10-29,Beijing,菠菜,2.59,2363,Hebei
2020-10-30,Beijing,菠菜,2.56,2153,Hebei
2020-10-31,Beijing,菠菜,2.6,2323,Guangdong
2020-11-01,Beijing,菠菜,2.87,2020,Guangdong
2020-11-02,Beijing,菠菜,2.55,2533,Shandong
2020-11-03,Beijing,菠菜,2.61,2248,Sichuan
2020-11-04,Beijing,菠菜,2.48,2249,Hebei
2020-11-05,Beijing,菠菜,2.65,2321,Henan
2020-11-06,Beijing,菠菜,2.27,2706,Guangdong
2020-11-07,Beijing,菠菜,2.98,1840,Sichuan
2020-11-08,Beijing,菠菜,3.17,1920,Guangdong
2020-11-09,Beijing,菠菜,2.72,2402,Henan
2020-11-10,Beijing,菠菜,2.84,2694,Henan
2020-11-11,Beijing,菠菜,2.74,2182,Guangdong
2020-11-12,Beijing,菠菜,3.08,2234,Henan
2020-11-13,Beijing,菠菜,2.47,2090,Sichuan
2020-11-14,Beijing,菠菜,2.96,2132,Shandong
2020-11-15,Beijing,菠菜,2.96,2217,Sichuan
2020-11-16,Beijing,菠菜,3.0,1870,Henan
2020-11-17,Beijing,菠菜,2.91,1877,Shandong
2020-11-18,Beijing,菠菜,2.64,1894,Shandong
2020-11-19,Beijing,菠菜,2.49,2029,Shandong
2020-11-20,Beijing,菠菜,2.86,2203,Hebei
2020-11-21,Beijing,菠菜,2.87,1936,Henan
2020-11-22,Beijing,菠菜,3.29,1578,Guangdong
2020-11-23,Beijing,菠菜,2.88,2116,Hebei
2020-11-24,Beijing,菠菜,3.37,1742,Henan
2020-11-25,Beijing,菠菜,3.03,1784,Guangdong
2020-11-26,Beijing,菠菜,2.93,2002,Hebei
2020-11-27,Beijing,菠菜,2.77,2347,Henan
2020-11-28,Beijing,菠菜,3.27,2061,Sichuan
2020-11-29,Beijing,菠菜,3.51,1606,Sichuan
2020-11-30,Beijing,菠菜,2.75,2128,Sichuan
2020-12-01,Beijing,菠菜,2.92,1965,Guangdong
2020-12-02,Beijing,菠菜,2.84,2421,Shandong
2020-12-03,Beijing,菠菜,3.27,1825,Shandong
2020-12-04,Beijing,菠菜,3.2,1738,Shandong
2020-12-05,Beijing,菠菜,3.49,1805,Hebei
2020-12-06,Beijing,菠菜,3.27,1731,Sichuan
2020-12-07,Beijing,菠菜,3.57,1906,Henan
2020-12-08,Beijing,菠菜,3.14,2027,Guangdong
2020-12-09,Beijing,菠菜,3.12,1929,Hebei
2020-12-10,Beijing,菠菜,3.26,2036,Sichuan
2020-12-11,Beijing,菠菜,2.88,2417,Henan
2020-12-12,Beijing,菠菜,3.63,1268,Hebei
2020-12-13,Beijing,菠菜,3.1,2321,Guangdong
2020-12-14,Beijing,菠菜,3.19,2104,Sichuan
2020-12-15,Beijing,菠菜,3.33,2035,Sichuan
2020-12-16,Beijing,菠菜,2.94,2228,Guangdong
2020-12-17,Beijing,菠菜,3.3,1907,Guangdong
2020-12-18,Beijing,菠菜,3.12,1559,Hebei
2020-12-19,Beijing,菠菜,3.22,1540,Sichuan
2020-12-20,Beijing,菠菜,3.5,1713,Shandong
2020-12-21,Beijing,菠菜,3.69,1557,Hebei
2020-12-22,Beijing,菠菜,3.48,1862,Guangdong
2020-12-23,Beijing,菠菜,2.89,1982,Sichuan
2020-12-24,Beijing,菠菜,3.47,1740,Hebei
2020-12-25,Beijing,菠菜,3.49,1439,Shandong
2020-12-26,Beijing,菠菜,3.57,1671,Henan
2020-12-27,Beijing,菠菜,3.14,1839,Sichuan
2020-12-28,Beijing,菠菜,3.37,1768,Henan
2020-12-29,Beijing,菠菜,3.34,1680,Hebei
2020-12-30,Beijing,菠菜,3.56,1740,Hebei
2020-12-31,Beijing,菠菜,3.69,1453,Henan
2021-01-01,Beijing,菠菜,3.67,1447,Guangdong
2021-01-02,Beijing,菠菜,3.49,1498,Henan
2021-01-03,Beijing,菠菜,3.54,1521,Guangdong
2021-01-04,Beijing,菠菜,3.39,1627,Henan
2021-01-05,Beijing,菠菜,3.79,1653,Shandong
2021-01-06,Beijing,菠菜,3.63,1680,Henan
2021-01-07,Beijing,菠菜,3.45,1900,Guangdong
2021-01-08,Beijing,菠菜,3.11,1901,Guangdong
2021-01-09,Beijing,菠菜,4.04,1206,Hebei
2021-01-10,Beijing,菠菜,3.69,1743,Hebei
2021-01-11,Beijing,菠菜,4.13,1365,Guangdong
2021-01-12,Beijing,菠菜,4.09,1442,Hebei
2021-01-13,Beijing,菠菜,3.76,1435,Guangdong
2021-01-14,Beijing,菠菜,3.92,1502,Hebei
2021-01-15,Beijing,菠菜,4.59,1035,Sichuan
2021-01-16,Beijing,菠菜,4.15,1650,Henan
2021-01-17,Beijing,菠菜,4.45,1234,Hebei
2021-01-18,Beijing,菠菜,4.51,1637,Guangdong
2021-01-19,Beijing,菠菜,4.0,1653,Hebei
2021-01-20,Beijing,菠菜,3.89,1525,Henan
2021-01-21,Beijing,菠菜,4.93,1332,Guangdong
2021-01-22,Beijing,菠菜,4.08,1337,Guangdong
2021-01-23,Beijing,菠菜,4.56,1275,Henan
2021-01-24,Beijing,菠菜,5.32,1140,Hebei
2021-01-25,Beijing,菠菜,5.0,1291,Sichuan
2021-01-26,Beijing,菠菜,4.87,1376,Henan
2021-01-27,Beijing,菠菜,4.52,1342,Guangdong
2021-01-28,Beijing,菠菜,3.98,1668,Guangdong
2021-01-29,Beijing,菠菜,4.18,1610,Shandong
2021-01-30,Beijing,菠菜,4.36,1118,Sichuan
2021-01-31,Beijing,菠菜,4.76,1460,Sichuan
2021-02-01,Beijing,菠菜,4.6,1502,Sichuan
2021-02-02,Beijing,菠菜,4.21,1638,Sichuan
2021-02-03,Beijing,菠菜,4.7,1679,Guangdong
2021-02-04,Beijing,菠菜,4.33,1329,Henan
2021-02-05,Beijing,菠菜,4.82,1185,Guangdong
2021-02-06,Beijing,菠菜,5.39,979,Shandong
2021-02-07,Beijing,菠菜,4.7,1335,Hebei
2021-02-08,Beijing,菠菜,5.23,1435,Hebei
2021-02-09,Beijing,菠菜,5.16,1029,Guangdong
2021-02-10,Beijing,菠菜,4.91,1094,Guangdong
2021-02-11,Beijing,菠菜,4.39,1337,Henan
2021-02-12,Beijing,菠菜,4.8,1300,Hebei
2021-02-13,Beijing,菠菜,5.13,1104,Hebei
2021-02-14,Beijing,菠菜,4.87,1181,Henan
2021-02-15,Beijing,菠菜,4.38,1224,Shandong
2021-02-16,Beijing,菠菜,4.6,1153,Guangdong
2021-02-17,Beijing,菠菜,4.66,1416,Sichuan
2021-02-18,Beijing,菠菜,3.86,1404,Hebei
2021-02-19,Beijing,菠菜,4.56,1464,Henan
2021-02-20,Beijing,菠菜,4.21,1419,Guangdong
2021-02-21,Beijing,菠菜,4.7,1368,Shandong
2021-02-22,Beijing,菠菜,4.4,1476,Henan
2021-02-23,Beijing,菠菜,4.14,1491,Shandong
2021-02-24,Beijing,菠菜,4.23,1576,Sichuan
2021-02-25,Beijing,菠菜,4.53,1381,Guangdong
2021-02-26,Beijing,菠菜,4.27,1596,Guangdong
2021-02-27,Beijing,菠菜,4.32,1284,Guangdong
2021-02-28,Beijing,菠菜,4.74,1334,Henan
2021-03-01,Beijing,菠菜,4.15,1276,Sichuan
2021-03-02,Beijing,菠菜,4.6,1232,Guangdong
2021-03-03,Beijing,菠菜,4.3,1421,Guangdong
2021-03-04,Beijing,菠菜,4.78,1025,Henan
2021-03-05,Beijing,菠菜,4.37,1403,Sichuan
2021-03-06,Beijing,菠菜,4.54,1447,Shandong
2021-03-07,Beijing,菠菜,4.31,1471,Guangdong
2021-03-08,Beijing,菠菜,4.27,1289,Sichuan
2021-03-09,Beijing,菠菜,4.31,1264,Henan
2021-03-10,Beijing,菠菜,4.53,1316,Henan
2021-03-11,Beijing,菠菜,4.6,1456,Sichuan
2021-03-12,Beijing,菠菜,4.79,1270,Sichuan
2021-03-13,Beijing,菠菜,4.88,1103,Sichuan
2021-03-14,Beijing,菠菜,4.4,1336,Shandong
2021-03-15,Beijing,菠菜,4.36,1483,Henan
2021-03-16,Beijing,菠菜,4.47,1260,Sichuan
2021-03-17,Beijing,菠菜,4.37,1341,Guangdong
2021-03-18,Beijing,菠菜,4.48,1299,Shandong
2021-03-19,Beijing,菠菜,4.69,1280,Sichuan
2021-03-20,Beijing,菠菜,4.66,1384,Guangdong
2021-03-21,Beijing,菠菜,4.52,1200,Sichuan
2021-03-22,Beijing,菠菜,4.43,1263,Henan
2021-03-23,Beijing,菠菜,4.49,1292,Henan
2021-03-24,Beijing,菠菜,4.42,1180,Sichuan
2021-03-25,Beijing,菠菜,4.73,1496,Shandong
2021-03-26,Beijing,菠菜,4.5,1189,Hebei
2021-03-27,Beijing,菠菜,4.42,1159,Guangdong
2021-03-28,Beijing,菠菜,4.91,1281,Sichuan
2021-03-29,Beijing,菠菜,4.98,841,Henan
2021-03-30,Beijing,菠菜,4.43,1232,Shandong
2021-03-31,Beijing,菠菜,4.75,1231,Sichuan
2021-04-01,Beijing,菠菜,4.58,1170,Henan
2021-04-02,Beijing,菠菜,4.83,1254,Henan
2021-04-03,Beijing,菠菜,4.48,1552,Guangdong
2021-04-04,Beijing,菠菜,4.9,1273,Hebei
2021-04-05,Beijing,菠菜,4.92,1282,Guangdong
2021-04-06,Beijing,菠菜,4.36,1363,Henan
2021-04-07,Beijing,菠菜,4.51,1237,Shandong
2021-04-08,Beijing,菠菜,4.47,1361,Hebei
2021-04-09,Beijing,菠菜,4.99,1134,Guangdong
2021-04-10,Beijing,菠菜,4.8,1209,Hebei
2021-04-11,Beijing,菠菜,4.64,1153,Henan
2021-04-12,Beijing,菠菜,4.56,1275,Hebei
2021-04-13,Beijing,菠菜,4.67,1241,Guangdong
2021-04-14,Beijing,菠菜,4.71,1197,Sichuan
2021-04-15,Beijing,菠菜,4.85,1318,Shandong
2021-04-16,Beijing,菠菜,4.96,1198,Sichuan
2021-04-17,Beijing,菠菜,4.89,1259,Sichuan
2021-04-18,Beijing,菠菜,5.01,1313,Sichuan
2021-04-19,Beijing,菠菜,4.22,1450,Guangdong
2021-04-20,Beijing,菠菜,4.44,1374,Sichuan
2021-04-21,Beijing,菠菜,4.79,1460,Hebei
2021-04-22,Beijing,菠菜,4.54,1362,Sichuan
2021-04-23,Beijing,菠菜,3.92,1702,Shandong
2021-04-24,Beijing,菠菜,3.86,1753,Guangdong
2021-04-25,Beijing,菠菜,4.62,1374,Sichuan
2021-04-26,Beijing,菠菜,4.45,1425,Henan
2021-04-27,Beijing,菠菜,4.8,1324,Shandong
2021-04-28,Beijing,菠菜,4.32,1249,Henan
2021-04-29,Beijing,菠菜,4.89,1161,Sichuan
2021-04-30,Beijing,菠菜,4.19,1390,Guangdong
2021-05-01,Beijing,菠菜,4.86,1277,Henan
2021-05-02,Beijing,菠菜,5.01,1162,Henan
2021-05-03,Beijing,菠菜,4.32,1194,Shandong
2021-05-04,Beijing,菠菜,4.61,1494,Shandong
2021-05-05,Beijing,菠菜,4.32,1370,Henan
2021-05-06,Beijing,菠菜,4.65,1410,Shandong
2021-05-07,Beijing,菠菜,4.29,1467,Shandong
2021-05-08,Beijing,菠菜,4.47,1279,Shandong
2021-05-09,Beijing,菠菜,4.45,1386,Guangdong
2021-05-10,Beijing,菠菜,4.22,1384,Henan
2021-05-11,Beijing,菠菜,4.22,1433,Shandong
2021-05-12,Beijing,菠菜,4.4,1260,Shandong
2021-05-13,Beijing,菠菜,4.16,1591,Sichuan
2021-05-14,Beijing,菠菜,4.76,1218,Hebei
2021-05-15,Beijing,菠菜,4.25,1659,Sichuan
2021-05-16,Beijing,菠菜,4.67,1243,Hebei
2021-05-17,Beijing,菠菜,4.52,1322,Guangdong
2021-05-18,Beijing,菠菜,4.21,1362,Guangdong
2021-05-19,Beijing,菠菜,4.09,1396,Shandong
2021-05-20,Beijing,菠菜,4.25,1273,Shandong
2021-05-21,Beijing,菠菜,4.17,1532,Hebei
2021-05-22,Beijing,菠菜,4.52,1341,Guangdong
2021-05-23,Beijing,菠菜,4.71,1310,Hebei
2021-05-24,Beijing,菠菜,4.29,1254,Hebei
2021-05-25,Beijing,菠菜,4.25,1402,Henan
2021-05-26,Beijing,菠菜,4.68,1464,Sichuan
2021-05-27,Beijing,菠菜,4.43,1321,Sichuan
2021-05-28,Beijing,菠菜,4.7,1246,Shandong
2021-05-29,Beijing,菠菜,3.98,1589,Henan
2021-05-30,Beijing,菠菜,4.09,1733,Henan
2021-05-31,Beijing,菠菜,4.21,1542,Henan
2021-06-01,Beijing,菠菜,3.98,1551,Hebei
2021-06-02,Beijing,菠菜,3.88,1564,Hebei
2021-06-03,Beijing,菠菜,3.65,1720,Sichuan
2021-06-04,Beijing,菠菜,3.64,1704,Sichuan
2021-06-05,Beijing,菠菜,4.32,1322,Sichuan
2021-06-06,Beijing,菠菜,4.22,1287,Sichuan
2021-06-07,Beijing,菠菜,4.04,1740,Sichuan
2021-06-08,Beijing,菠菜,3.77,1570,Guangdong
2021-06-09,Beijing,菠菜,3.83,1571,Henan
2021-06-10,Beijing,菠菜,4.19,1538,Henan
2021-06-11,Beijing,菠菜,3.66,1531,Guangdong
2021-06-12,Beijing,菠菜,4.11,1497,Guangdong
2021-06-13,Beijing,菠菜,3.95,1477,Guangdong
2021-06-14,Beijing,菠菜,3.98,1707,Hebei
2021-06-15,Beijing,菠菜,3.7,1255,Henan
2021-06-16,Beijing,菠菜,4.02,1363,Hebei
2021-06-17,Beijing,菠菜,3.85,1519,Sichuan
2021-06-18,Beijing,菠菜,3.65,1692,Sichuan
2021-06-19,Beijing,菠菜,3.98,1555,Shandong
2021-06-20,Beijing,菠菜,4.29,1341,Sichuan
2021-06-21,Beijing,菠菜,3.73,1184,Shandong
2021-06-22,Beijing,菠菜,4.53,1465,Guangdong
2021-06-23,Beijing,菠菜,3.93,1556,Guangdong
2021-06-24,Beijing,菠菜,3.65,1493,Shandong
2021-06-25,Beijing,菠菜,3.6,1833,Guangdong
2021-06-26,Beijing,菠菜,3.86,1586,Hebei
2021-06-27,Beijing,菠菜,3.52,1675,Henan
2021-06-28,Beijing,菠菜,3.5,1526,Guangdong
2021-06-29,Beijing,菠菜,3.66,1793,Henan
2021-06-30,Beijing,菠菜,4.07,1350,Guangdong
2021-07-01,Beijing,菠菜,4.04,1458,Hebei
2021-07-02,Beijing,菠菜,3.49,1955,Henan
2021-07-03,Beijing,菠菜,3.9,1946,Hebei
2021-07-04,Beijing,菠菜,3.66,1561,Hebei
2021-07-05,Beijing,菠菜,3.35,2007,Shandong
2021-07-06,Beijing,菠菜,3.71,1715,Sichuan
2021-07-07,Beijing,菠菜,3.55,1503,Hebei
2021-07-08,Beijing,菠菜,3.43,1834,Henan
2021-07-09,Beijing,菠菜,3.66,1631,Guangdong
2021-07-10,Beijing,菠菜,3.53,1830,Hebei
2021-07-11,Beijing,菠菜,4.03,1724,Hebei
2021-07-12,Beijing,菠菜,3.34,1491,Sichuan
2021-07-13,Beijing,菠菜,3.67,1785,Guangdong
2021-07-14,Beijing,菠菜,3.38,1911,Sichuan
2021-07-15,Beijing,菠菜,3.61,1567,Hebei
2021-07-16,Beijing,菠菜,3.41,1803,Sichuan
2021-07-17,Beijing,菠菜,3.7,1747,Shandong
2021-07-18,Beijing,菠菜,3.02,2174,Henan
2021-07-19,Beijing,菠菜,3.25,1975,Sichuan
2021-07-20,Beijing,菠菜,2.92,1855,Shandong
2021-07-21,Beijing,菠菜,3.66,1427,Henan
2021-07-22,Beijing,菠菜,3.89,1437,Sichuan
2021-07-23,Beijing,菠菜,3.36,1818,Shandong
2021-07-24,Beijing,菠菜,3.44,1726,Hebei
2021-07-25,Beijing,菠菜,3.49,2098,Hebei
2021-07-26,Beijing,菠菜,3.37,1765,Sichuan
2021-07-27,Beijing,菠菜,3.66,1359,Shandong
2021-07-28,Beijing,菠菜,3.03,1949,Shandong
2021-07-29,Beijing,菠菜,3.07,1853,Shandong
2021-07-30,Beijing,菠菜,3.04,1695,Shandong
2021-07-31,Beijing,菠菜,3.22,2058,Henan
2021-08-01,Beijing,菠菜,3.32,1816,Henan
2021-08-02,Beijing,菠菜,3.28,1852,Henan
2021-08-03,Beijing,菠菜,3.27,1818,Henan
2021-08-04,Beijing,菠菜,3.23,1791,Hebei
2021-08-05,Beijing,菠菜,2.98,2326,Shandong
2021-08-06,Beijing,菠菜,3.25,1845,Hebei
2021-08-07,Beijing,菠菜,2.68,2534,Shandong
2021-08-08,Beijing,菠菜,3.19,1741,Sichuan
2021-08-09,Beijing,菠菜,3.01,1979,Hebei
2021-08-10,Beijing,菠菜,3.03,1951,Hebei
2021-08-11,Beijing,菠菜,3.03,2076,Guangdong
2021-08-12,Beijing,菠菜,2.84,1997,Henan
2021-08-13,Beijing,菠菜,3.38,1740,Guangdong
2021-08-14,Beijing,菠菜,2.61,1819,Hebei
2021-08-15,Beijing,菠菜,3.06,2159,Sichuan
2021-08-16,Beijing,菠菜,3.22,2059,Shandong
2021-08-17,Beijing,菠菜,2.79,2128,Guangdong
2021-08-18,Beijing,菠菜,3.44,1409,Shandong
2021-08-19,Beijing,菠菜,2.52,2443,Guangdong
2021-08-20,Beijing,菠菜,2.94,2088,Hebei
2021-08-21,Beijing,菠菜,2.92,2122,Shandong
2021-08-22,Beijing,菠菜,3.25,1741,Henan
2021-08-23,Beijing,菠菜,2.96,2554,Hebei
2021-08-24,Beijing,菠菜,3.15,1806,Hebei
2021-08-25,Beijing,菠菜,2.8,2345,Hebei
2021-08-26,Beijing,菠菜,3.07,2019,Guangdong
2021-08-27,Beijing,菠菜,3.18,1878,Hebei
2021-08-28,Beijing,菠菜,2.98,1693,Sichuan
2021-08-29,Beijing,菠菜,3.21,1856,Sichuan
2021-08-30,Beijing,菠菜,2.69,2329,Shandong
2021-08-31,Beijing,菠菜,2.62,2281,Shandong
2021-09-01,Beijing,菠菜,2.27,2639,Guangdong
2021-09-02,Beijing,菠菜,2.78,1961,Hebei
2021-09-03,Beijing,菠菜,2.66,2432,Guangdong
2021-09-04,Beijing,菠菜,2.97,2041,Hebei
2021-09-05,Beijing,菠菜,2.94,2039,Henan
2021-09-06,Beijing,菠菜,2.74,2228,Sichuan
2021-09-07,Beijing,菠菜,2.59,2247,Guangdong
2021-09-08,Beijing,菠菜,2.85,2039,Hebei
2021-09-09,Beijing,菠菜,2.68,2019,Sichuan
2021-09-10,Beijing,菠菜,2.93,2005,Sichuan
2021-09-11,Beijing,菠菜,3.03,2131,Henan
2021-09-12,Beijing,菠菜,2.89,2152,Henan
2021-09-13,Beijing,菠菜,2.46,2263,Henan
2021-09-14,Beijing,菠菜,2.78,1725,Hebei
2021-09-15,Beijing,菠菜,2.6,2394,Henan
2021-09-16,Beijing,菠菜,2.7,2640,Sichuan
2021-09-17,Beijing,菠菜,3.33,1684,Shandong
2021-09-18,Beijing,菠菜,2.72,2479,Shandong
2021-09-19,Beijing,菠菜,3.06,1907,Henan
2021-09-20,Beijing,菠菜,2.92,1724,Guangdong
2021-09-21,Beijing,菠菜,2.86,1883,Shandong
2021-09-22,Beijing,菠菜,2.7,2012,Guangdong
2021-09-23,Beijing,菠菜,2.79,2314,Sichuan
2021-09-24,Beijing,菠菜,2.98,2193,Guangdong
2021-09-25,Beijing,菠菜,2.53,2333,Henan
2021-09-26,Beijing,菠菜,2.77,1674,Sichuan
2021-09-27,Beijing,菠菜,3.03,1921,Henan
2021-09-28,Beijing,菠菜,2.94,1543,Hebei
2021-09-29,Beijing,菠菜,2.58,2081,Sichuan
2021-09-30,Beijing,菠菜,2.9,1708,Henan
2021-10-01,Beijing,菠菜,2.57,2292,Sichuan
2021-10-02,Beijing,菠菜,3.15,1774,Guangdong
2021-10-03,Beijing,菠菜,2.83,2662,Henan
2021-10-04,Beijing,菠菜,2.5,2375,Shandong
2021-10-05,Beijing,菠菜,2.45,2637,Sichuan
2021-10-06,Beijing,菠菜,2.42,2813,Henan
2021-10-07,Beijing,菠菜,2.55,2573,Henan
2021-10-08,Beijing,菠菜,2.76,1887,Shandong
2021-10-09,Beijing,菠菜,2.81,1895,Shandong
2021-10-10,Beijing,菠菜,3.32,1853,Shandong
2021-10-11,Beijing,菠菜,2.88,1845,Henan
2021-10-12,Beijing,菠菜,2.43,2585,Shandong
2021-10-13,Beijing,菠菜,2.73,2060,Hebei
2021-10-14,Beijing,菠菜,2.52,2051,Sichuan
2021-10-15,Beijing,菠菜,3.11,1843,Henan
2021-10-16,Beijing,菠菜,3.08,2168,Hebei
2021-10-17,Beijing,菠菜,2.63,2633,Guangdong
2021-10-18,Beijing,菠菜,2.93,1822,Sichuan
2021-10-19,Beijing,菠菜,2.69,2625,Hebei
2021-10-20,Beijing,菠菜,2.66,2377,Sichuan
2021-10-21,Beijing,菠菜,2.79,2157,Henan
2021-10-22,Beijing,菠菜,2.71,2130,Henan
2021-10-23,Beijing,菠菜,2.71,2333,Guangdong
2021-10-24,Beijing,菠菜,2.77,2044,Hebei
2021-10-25,Beijing,菠菜,2.95,1840,Guangdong
2021-10-26,Beijing,菠菜,2.93,1942,Shandong
2021-10-27,Beijing,菠菜,3.04,2168,Hebei
2021-10-28,Beijing,菠菜,2.78,2153,Shandong
2021-10-29,Beijing,菠菜,2.35,2940,Guangdong
2021-10-30,Beijing,菠菜,2.88,2060,Guangdong
2021-10-31,Beijing,菠菜,2.88,2522,Hebei
2021-11-01,Beijing,菠菜,3.12,1774,Henan
2021-11-02,Beijing,菠菜,2.64,1803,Guangdong
2021-11-03,Beijing,菠菜,2.98,1801,Hebei
2021-11-04,Beijing,菠菜,3.01,1979,Henan
2021-11-05,Beijing,菠菜,2.86,2321,Guangdong
2021-11-06,Beijing,菠菜,2.58,2356,Guangdong
2021-11-07,Beijing,菠菜,2.6,2371,Shandong
2021-11-08,Beijing,菠菜,2.43,2295,Shandong
2021-11-09,Beijing,菠菜,2.86,1972,Hebei
2021-11-10,Beijing,菠菜,2.92,2000,Sichuan
2021-11-11,Beijing,菠菜,3.14,1955,Sichuan
2021-11-12,Beijing,菠菜,2.64,2185,Henan
2021-11-13,Beijing,菠菜,3.25,1984,Shandong
2021-11-14,Beijing,菠菜,3.47,1911,Shandong
2021-11-15,Beijing,菠菜,3.0,2081,Shandong
2021-11-16,Beijing,菠菜,2.77,2632,Hebei
2021-11-17,Beijing,菠菜,3.18,2197,Sichuan
2021-11-18,Beijing,菠菜,2.76,2428,Sichuan
2021-11-19,Beijing,菠菜,2.86,2271,Sichuan
2021-11-20,Beijing,菠菜,2.78,1986,Guangdong
2021-11-21,Beijing,菠菜,3.06,1596,Sichuan
2021-11-22,Beijing,菠菜,3.02,1766,Shandong
2021-11-23,Beijing,菠菜,2.86,2261,Shandong
2021-11-24,Beijing,菠菜,2.57,2470,Hebei
2021-11-25,Beijing,菠菜,3.05,2232,Guangdong
2021-11-26,Beijing,菠菜,2.72,2233,Shandong
2021-11-27,Beijing,菠菜,3.13,1928,Henan
2021-11-28,Beijing,菠菜,3.34,1720,Guangdong
2021-11-29,Beijing,菠菜,3.24,1769,Shandong
2021-11-30,Beijing,菠菜,3.14,1910,Guangdong
2021-12-01,Beijing,菠菜,3.21,1706,Sichuan
